臺北市, 25.037591084120542, 121.56447039625198
新北市, 25.01231076278408, 121.46558980267015
桃園市, 24.99321988513621, 121.30110597883224
臺中市, 24.16195715129535, 120.64711607903536
臺南市, 22.992227237013278, 120.18517150756874
高雄市, 22.62063715892166, 120.3120668495855
基隆市, 25.131760894545252, 121.74466656631765
新竹縣, 24.827034980508834, 121.01293588442448
新竹市, 24.806715033629832, 120.96900710310916
苗栗縣, 24.564935119568766, 120.82075764024307
彰化縣, 24.075576216413037, 120.54451572149115
南投縣, 23.902700746302006, 120.69049547593849
雲林縣, 23.69925557694175, 120.5263272544083
嘉義縣, 23.45892160635485, 120.29280429007197
嘉義市, 23.481279249542627, 120.45360466654802
屏東縣, 22.68317776376145, 120.4878600537144
宜蘭縣, 24.730928134952993, 121.76313112690161
花蓮縣, 23.991421327888755, 121.61988546988059
臺東縣, 22.75558232101492, 121.15033917862533
澎湖縣, 23.57001834239767, 119.56639100725873
金門縣, 24.437325202732843, 118.31912285558414
連江縣, 26.157949353599907, 119.95190886909874
